Format,Matches,Inn,NO,Runs,HS,Avg,BF,SR,100,200,50,4s,6s,Name
Test,27,42,2,1798,177,44.95,2909,61.81,5,0,10,214,10,Darren Lehmann
ODI,117,101,21,3078,119,38.48,3784,81.34,4,0,17,227,14,Darren Lehmann
IPL,2,2,0,18,17,9.0,18,100.0,0,0,0,3,0,Darren Lehmann
IPL,9,6,2,121,57,30.25,119,101.68,0,0,1,14,1,Niraj Patel
IPL,18,12,7,55,23,11.0,69,79.71,0,0,0,4,1,Mahesh Rawat
IPL,6,3,1,33,26,16.5,24,137.5,0,0,0,5,0,Dinesh Salunkhe
IPL,26,20,6,285,44,20.36,259,110.04,0,0,0,20,9,Yogesh Nagar
IPL,15,11,5,76,27,12.67,55,138.18,0,0,0,5,5,Balachandra Akhil
IPL,14,3,2,2,1,2.0,4,50.0,0,0,0,0,0,KP Appanna
IPL,3,3,0,23,22,7.67,23,100.0,0,0,0,5,0,Jagadeesh Arunkumar
IPL,23,21,6,280,61,18.67,251,111.55,0,0,1,28,7,Bharath Chipli
IPL,31,21,1,293,52,14.65,295,99.32,0,0,1,32,3,Shreevats Goswami
Test,15,19,2,352,92,20.71,834,42.21,0,0,1,36,4,Sunil Joshi
ODI,69,45,11,584,61,17.18,653,89.43,0,0,1,47,17,Sunil Joshi
IPL,4,2,0,6,3,3.0,14,42.86,0,0,0,0,0,Sunil Joshi
IPL,2,2,0,13,9,6.5,13,100.0,0,0,0,1,0,Devraj Patil
IPL,20,11,3,130,64,16.25,110,118.18,0,0,1,8,7,Srikkanth Anirudha
IPL,59,8,7,28,13,28.0,29,96.55,0,0,0,3,0,Shadab Jakati
Test,12,18,2,470,100,29.38,1447,32.48,1,0,3,57,3,Sanjay Bangar
ODI,15,15,2,180,57,13.85,239,75.31,0,0,1,14,3,Sanjay Bangar
IPL,12,8,1,49,17,7.0,58,84.48,0,0,0,1,3,Sanjay Bangar
IPL,1,1,0,2,2,2.0,5,40.0,0,0,0,0,0,Halhadar Das
IPL,3,1,0,3,3,3.0,8,37.5,0,0,0,0,0,Doddapaneni Kalyankrishna
IPL,2,1,1,1,1,0.0,2,50.0,0,0,0,0,0,Sarvesh Kumar
IPL,9,2,2,1,1,0.0,1,100.0,0,0,0,0,0,Paidikalva Vijaykumar
ODI,1,1,0,8,8,8.0,8,100.0,0,0,0,0,0,Pankaj Dharmani
IPL,1,0,0,0,-,-,0,-,0,0,0,0,0,Pankaj Dharmani
IPL,4,0,0,0,-,-,0,-,0,0,0,0,0,Gagandeep Singh
IPL,22,17,2,218,38,14.53,231,94.37,0,0,0,17,9,Karan Goel
IPL,5,1,1,0,0,0.0,1,0.0,0,0,0,0,0,Uday Kaul
IPL,12,8,2,56,25,9.33,75,74.67,0,0,0,2,0,Wilkin Mota
IPL,10,10,0,140,50,14.0,141,99.29,0,0,1,16,0,Nitin Saini
T20I,3,2,0,23,18,11.5,29,79.31,0,0,0,1,1,Sunny Sohal
IPL,22,20,0,368,62,18.4,292,126.03,0,0,2,34,18,Sunny Sohal
ODI,3,2,0,1,1,0.5,3,33.33,0,0,0,0,0,Siddarth Kaul
T20I,3,0,0,0,-,-,0,-,0,0,0,0,0,Siddarth Kaul
IPL,55,12,8,20,7,5.0,36,55.56,0,0,0,1,0,Siddarth Kaul
IPL,31,22,8,304,35,21.71,261,116.48,0,0,0,23,16,Debabrata Das
IPL,49,13,11,88,33,44.0,84,104.76,0,0,0,9,1,Iqbal Abdulla
IPL,8,4,0,47,20,11.75,66,71.21,0,0,0,5,0,Yashpal Singh
IPL,11,8,1,99,38,14.14,89,111.24,0,0,0,10,2,Siddharth Chitnis
IPL,4,3,1,24,9,12.0,22,109.09,0,0,0,2,1,Musavir Khote
ODI,29,24,7,566,104,33.29,625,90.56,1,0,2,45,5,Manish Pandey
T20I,39,33,17,709,79,44.31,562,126.16,0,0,3,49,19,Manish Pandey
IPL,171,159,27,3850,114,29.17,3179,121.11,1,0,22,334,110,Manish Pandey
IPL,16,10,2,92,29,11.5,91,101.1,0,0,0,9,2,Pinal Shah
IPL,6,4,1,39,30,13.0,53,73.58,0,0,0,2,2,Dominic Thornely
IPL,2,1,0,2,2,2.0,2,100.0,0,0,0,0,0,Vikrant Yeligati
ODI,8,8,0,244,87,30.5,231,105.63,0,0,1,36,0,Steven Davies
T20I,5,5,0,102,33,20.4,82,124.39,0,0,0,12,0,Steven Davies
ODI,5,1,1,1,1,0.0,9,11.11,0,0,0,0,0,Ben Laughlin
T20I,3,0,0,0,-,-,0,-,0,0,0,0,0,Ben Laughlin
IPL,9,4,2,5,4,2.5,13,38.46,0,0,0,0,0,Ben Laughlin
IPL,2,1,0,10,10,10.0,13,76.92,0,0,0,0,0,Dillon du Preez
Test,1,2,1,8,4,8.0,28,28.57,0,0,0,0,0,Karn Sharma
ODI,2,0,0,0,-,-,0,-,0,0,0,0,0,Karn Sharma
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Karn Sharma
IPL,84,40,14,351,39,13.5,294,119.39,0,0,0,20,17,Karn Sharma
Test,3,4,4,13,8,0.0,30,43.33,0,0,0,1,0,Tinu Yohannan
ODI,3,2,2,7,5,0.0,11,63.64,0,0,0,0,0,Tinu Yohannan
Test,4,5,0,120,46,24.0,249,48.19,0,0,0,16,0,Abhimanyu Mithun
ODI,5,3,0,51,24,17.0,55,92.73,0,0,0,2,4,Abhimanyu Mithun
IPL,16,8,3,34,11,6.8,26,130.77,0,0,0,4,1,Abhimanyu Mithun
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Sreenath Aravind
IPL,38,12,8,59,14,14.75,57,103.51,0,0,0,7,0,Sreenath Aravind
ODI,73,52,19,1389,120,42.09,1367,101.61,2,0,6,141,24,Kedar Jadhav
T20I,9,6,0,122,58,20.33,99,123.23,0,0,1,12,3,Kedar Jadhav
IPL,95,81,27,1208,69,22.37,981,123.14,0,0,4,102,40,Kedar Jadhav
IPL,13,13,3,169,33,16.9,150,112.67,0,0,0,17,6,CM Gautam
IPL,1,1,0,0,0,0.0,2,0.0,0,0,0,0,0,Raju Bhatkal
IPL,3,3,0,19,18,6.33,17,111.76,0,0,0,1,2,Rajesh Bishnoi
IPL,7,7,2,76,28,15.2,97,78.35,0,0,0,6,0,Ishank Jaggi
ODI,4,3,1,4,4,2.0,14,28.57,0,0,0,0,0,Aavishkar Salvi
IPL,7,0,0,0,-,-,0,-,0,0,0,0,0,Aavishkar Salvi
Test,57,68,27,460,31,11.22,883,52.1,0,0,0,42,24,Umesh Yadav
ODI,75,24,14,79,18,7.9,134,58.96,0,0,0,8,1,Umesh Yadav
T20I,9,2,1,22,20,22.0,21,104.76,0,0,0,2,0,Umesh Yadav
IPL,148,52,31,208,24,9.9,201,103.48,0,0,0,16,9,Umesh Yadav
IPL,5,5,1,81,39,20.25,68,119.12,0,0,0,11,0,Lee Carseldine
IPL,13,12,1,127,41,11.55,138,92.03,0,0,0,4,5,Paras Dogra
IPL,23,5,1,2,1,0.5,10,20.0,0,0,0,0,0,Amit Singh
IPL,13,9,4,50,26,10.0,51,98.04,0,0,0,5,1,Raiphi Gomez
IPL,9,2,1,3,3,3.0,5,60.0,0,0,0,0,0,Kamran Khan
IPL,23,23,1,505,120,22.95,418,120.81,1,0,2,60,20,Paul Valthaty
IPL,1,1,0,15,15,15.0,16,93.75,0,0,0,1,0,Graham Napier
IPL,1,0,0,0,-,-,0,-,0,0,0,0,0,Rahil Shaikh
IPL,2,1,0,3,3,3.0,6,50.0,0,0,0,0,0,Ryan Ninan
IPL,23,8,4,36,15,9.0,47,76.6,0,0,0,2,1,Anureet Singh
IPL,3,2,0,34,30,17.0,22,154.55,0,0,0,3,1,Aditya Dole
IPL,2,2,0,7,7,3.5,8,87.5,0,0,0,1,0,Arindam Ghosh
IPL,2,1,0,19,19,19.0,17,111.76,0,0,0,3,0,Gnaneswara Rao
IPL,11,8,4,91,19,22.75,81,112.35,0,0,0,9,1,Sachin Rana
IPL,2,0,0,0,-,-,0,-,0,0,0,0,0,Sourav Sarkar
IPL,6,5,1,43,20,10.75,31,138.71,0,0,0,6,1,Sunny Singh
IPL,27,6,2,18,14,4.5,12,150.0,0,0,0,3,0,Harmeet Singh Bansal
IPL,8,3,1,1,1,0.5,6,16.67,0,0,0,0,0,Shoaib Ahmed
IPL,39,39,1,798,92,21.0,702,113.68,0,0,4,93,23,Manvinder Bisla
IPL,8,5,4,8,4,8.0,11,72.73,0,0,0,0,0,Jaskaran Singh
IPL,43,40,8,676,78,21.12,575,117.57,0,0,2,55,26,Tirumalsetti Suman
IPL,13,2,1,7,6,7.0,7,100.0,0,0,0,1,0,Vikramjeet Singh Malik
IPL,22,16,7,194,36,21.56,167,116.17,0,0,0,13,7,Abhishek Raut
IPL,7,7,2,69,22,13.8,85,81.18,0,0,0,5,0,Azhar Bilakhia
Test,3,6,1,202,69,40.4,380,53.16,0,0,3,18,3,David Bernard
ODI,20,12,2,141,38,14.1,219,64.38,0,0,0,10,0,David Bernard
T20I,1,1,1,1,1,0.0,1,100.0,0,0,0,0,0,David Bernard
Test,2,2,0,12,10,6.0,27,44.44,0,0,0,2,0,Nelon Pascal
ODI,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,Nelon Pascal
IPL,2,1,0,6,6,6.0,7,85.71,0,0,0,1,0,Shoaib Shaikh
Test,15,28,0,657,104,23.46,1388,47.33,1,0,4,93,5,Adrian Barath
ODI,14,14,0,394,113,28.14,612,64.38,1,0,1,43,3,Adrian Barath
T20I,2,2,0,23,15,11.5,39,58.97,0,0,0,3,0,Adrian Barath
IPL,3,3,1,42,33,21.0,42,100.0,0,0,0,5,1,Adrian Barath
Test,6,12,0,305,106,25.42,640,47.66,1,0,0,40,3,Shamsur Rahman
ODI,10,10,0,266,96,26.6,350,76.0,0,0,2,23,9,Shamsur Rahman
T20I,9,8,0,86,53,10.75,85,101.18,0,0,1,12,1,Shamsur Rahman
Test,7,12,3,226,48,25.11,654,34.56,0,0,0,27,1,James Foster
ODI,11,6,3,41,13,13.67,71,57.75,0,0,0,0,0,James Foster
T20I,5,5,2,37,14,12.33,32,115.62,0,0,0,0,1,James Foster
Test,15,26,1,775,221,31.0,1639,47.28,1,1,3,97,2,Robert Key
ODI,5,5,0,54,19,10.8,135,40.0,0,0,0,6,0,Robert Key
T20I,1,1,1,10,10,0.0,8,125.0,0,0,0,0,0,Robert Key
ODI,1,0,0,0,-,-,0,-,0,0,0,0,0,Ruud Nijman
Test,36,67,11,751,48,13.41,1980,37.93,0,0,0,91,3,Mohammad Amir
ODI,61,30,10,363,73,18.15,444,81.76,0,0,2,32,8,Mohammad Amir
T20I,62,17,8,65,21,7.22,76,85.53,0,0,0,3,3,Mohammad Amir
ODI,3,3,0,100,50,33.33,113,88.5,0,0,1,13,2,Shahzaib Hasan
T20I,10,10,0,116,35,11.6,130,89.23,0,0,0,13,3,Shahzaib Hasan
ODI,5,5,1,44,22,11.0,75,58.67,0,0,0,1,3,Jan Stander
T20I,11,11,2,94,45,10.44,90,104.44,0,0,0,6,4,Jan Stander
ODI,21,18,4,237,78,16.93,249,95.18,0,0,1,17,10,Isuru Udana
T20I,35,25,11,256,84,18.29,186,137.63,0,0,1,16,14,Isuru Udana
IPL,10,4,1,15,10,5.0,11,136.36,0,0,0,1,1,Isuru Udana
Test,39,74,0,2099,139,28.36,5212,40.27,3,0,12,238,2,Kaushal Silva
Test,12,17,1,147,39,9.19,480,30.62,0,0,0,16,0,Suraj Randiv
ODI,31,18,2,280,56,17.5,382,73.3,0,0,1,28,1,Suraj Randiv
T20I,7,2,0,8,6,4.0,6,133.33,0,0,0,1,0,Suraj Randiv
IPL,8,1,0,2,2,2.0,4,50.0,0,0,0,0,0,Suraj Randiv
Test,1,2,1,21,13,21.0,39,53.85,0,0,0,3,0,Graham Manou
ODI,4,1,0,7,7,7.0,6,116.67,0,0,0,0,0,Graham Manou
Test,6,12,0,111,29,9.25,345,32.17,0,0,0,12,0,Floyd Reifer
ODI,8,8,0,117,40,14.62,229,51.09,0,0,0,10,2,Floyd Reifer
T20I,1,1,0,22,22,22.0,20,110.0,0,0,0,2,1,Floyd Reifer
Test,2,4,0,39,19,9.75,216,18.06,0,0,0,4,0,Ryan Austin
Test,94,181,10,5742,212,33.58,14128,40.64,12,1,30,581,14,Kraigg Brathwaite
ODI,10,10,0,278,78,27.8,483,57.56,0,0,1,15,0,Kraigg Brathwaite
Test,2,4,0,160,94,40.0,312,51.28,0,0,1,16,0,Omar Phillips
Test,2,4,0,13,10,3.25,20,65.0,0,0,0,0,1,Chadwick Walton
ODI,9,8,0,53,19,6.62,86,61.63,0,0,0,7,0,Chadwick Walton
T20I,19,17,0,225,40,13.24,203,110.84,0,0,0,23,11,Chadwick Walton
Test,44,83,1,2113,134,25.77,4152,50.89,3,0,7,278,16,Kieran Powell
ODI,46,44,0,1005,83,22.84,1278,78.64,0,0,9,115,15,Kieran Powell
T20I,1,1,0,12,12,12.0,14,85.71,0,0,0,1,0,Kieran Powell
Test,1,2,0,31,19,15.5,93,33.33,0,0,0,3,0,Devon Thomas
ODI,21,19,2,238,37,14.0,364,65.38,0,0,0,19,2,Devon Thomas
T20I,12,8,2,51,31,8.5,54,94.44,0,0,0,4,2,Devon Thomas
Test,1,2,1,25,23,25.0,26,96.15,0,0,0,2,0,Gavin Tonge
ODI,5,4,2,10,5,5.0,16,62.5,0,0,0,1,0,Gavin Tonge
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Gavin Tonge
Test,16,30,2,1003,129,35.82,1520,65.99,1,0,6,117,17,Umar Akmal
ODI,121,110,17,3194,102,34.34,3711,86.07,2,0,20,268,53,Umar Akmal
T20I,84,79,14,1690,94,26.0,1377,122.73,0,0,8,122,55,Umar Akmal
Test,35,57,10,1535,92,32.66,3355,45.75,0,0,9,172,4,Tim Paine
ODI,35,35,3,890,111,27.81,1257,70.8,1,0,5,96,6,Tim Paine
T20I,12,9,1,82,25,10.25,77,106.49,0,0,0,7,3,Tim Paine
IPL,2,2,0,10,8,5.0,26,38.46,0,0,0,0,0,Tim Paine
Test,15,28,0,827,94,29.54,2086,39.65,0,0,6,110,4,Joe Denly
ODI,16,13,0,446,87,34.31,629,70.91,0,0,4,44,6,Joe Denly
T20I,13,12,2,125,30,12.5,118,105.93,0,0,0,15,1,Joe Denly
IPL,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,Joe Denly
ODI,4,2,0,3,3,1.5,18,16.67,0,0,0,0,0,Marc Petrie
T20I,2,2,0,33,18,16.5,39,84.62,0,0,0,2,0,Gihan Rupasinghe
Test,4,8,0,272,95,34.0,129,0.0,0,0,2,21,0,Abdul Kadir
Test,33,47,20,203,30,7.52,703,28.88,0,0,0,11,0,Venkatesh Prasad
ODI,161,63,31,221,19,6.91,367,60.22,0,0,0,7,5,Venkatesh Prasad
Test,2,3,1,8,5,4.0,35,22.86,0,0,0,1,0,David Johnson
ODI,3,2,1,3,2,3.0,10,30.0,0,0,0,0,0,Dharshana Gamage
IPL,1,0,0,0,-,-,0,-,0,0,0,0,0,Abrar Kazi
Test,21,36,0,1488,243,41.33,2782,53.49,4,2,6,189,28,Mayank Agarwal
ODI,5,5,0,86,32,17.2,83,103.61,0,0,0,12,1,Mayank Agarwal
IPL,127,121,4,2665,106,22.78,2000,133.25,1,0,13,264,98,Mayank Agarwal
ODI,1,1,0,5,5,5.0,9,55.56,0,0,0,1,0,Royston Crandon
ODI,2,2,0,8,7,4.0,24,33.33,0,0,0,0,0,Henry Davids
T20I,9,9,0,161,68,17.89,134,120.15,0,0,2,18,4,Henry Davids
ODI,12,12,1,385,70,35.0,587,65.59,0,0,2,34,3,Sybrand Engelbrecht
T20I,12,10,1,280,75,31.11,211,132.7,0,0,1,21,12,Sybrand Engelbrecht
Test,7,7,0,65,30,9.29,202,32.18,0,0,0,9,0,Claude Henderson
ODI,4,0,0,0,-,-,0,-,0,0,0,0,0,Claude Henderson
T20I,13,13,2,236,117,21.45,166,142.17,1,0,1,20,15,Richard Levi
IPL,6,6,0,83,50,13.83,73,113.7,0,0,1,10,4,Richard Levi
T20I,13,11,4,195,43,27.86,161,121.12,0,0,0,13,8,Jandre Coetzee
Test,86,152,10,5347,199,37.65,11190,47.78,14,0,23,684,26,Dean Elgar
ODI,8,7,1,104,42,17.33,177,58.76,0,0,0,6,0,Dean Elgar
ODI,2,1,1,1,1,0.0,1,100.0,0,0,0,0,0,Victor Mpitsang
ODI,36,35,3,1239,132,38.72,1313,94.36,3,0,7,131,22,Rilee Rossouw
T20I,29,27,5,767,109,34.86,480,159.79,2,0,3,69,39,Rilee Rossouw
IPL,22,22,2,473,82,23.65,308,153.57,0,0,2,45,25,Rilee Rossouw
ODI,6,3,0,39,21,13.0,93,41.94,0,0,0,2,0,Shadley van Schalkwyk
T20I,14,11,6,104,18,20.8,88,118.18,0,0,0,8,3,Shadley van Schalkwyk
Test,9,13,4,86,25,9.56,433,19.86,0,0,0,11,0,Steve OKeefe
T20I,7,5,0,32,22,6.4,26,123.08,0,0,0,4,1,Steve OKeefe
T20I,1,1,0,16,16,16.0,14,114.29,0,0,0,0,1,Ben Rohrer
IPL,8,8,2,193,64,32.17,140,137.86,0,0,1,21,5,Ben Rohrer
Test,109,195,25,9685,239,56.97,18100,53.51,32,4,41,1063,54,Steven Smith
ODI,163,147,19,5583,164,43.62,6400,87.23,12,0,34,497,55,Steven Smith
T20I,67,55,11,1094,90,24.86,872,125.46,0,0,5,96,26,Steven Smith
IPL,103,93,21,2485,101,34.51,1940,128.09,1,0,11,225,60,Steven Smith
Test,16,29,1,755,171,26.96,1338,56.43,1,0,1,98,9,Hamish Rutherford
ODI,4,4,0,15,11,3.75,56,26.79,0,0,0,2,0,Hamish Rutherford
T20I,8,7,0,151,62,21.57,105,143.81,0,0,1,12,9,Hamish Rutherford
Test,64,84,24,874,66,14.57,1687,51.81,0,0,1,96,36,Neil Wagner
Test,57,100,9,2907,152,31.95,5365,54.18,2,0,18,339,33,Jos Buttler
ODI,181,154,27,5022,162,39.54,4289,117.09,11,0,26,407,170,Jos Buttler
T20I,124,114,23,3264,101,35.87,2231,146.3,1,0,24,300,137,Jos Buttler
IPL,107,106,12,3582,124,38.11,2428,147.53,7,0,19,355,161,Jos Buttler
Test,3,5,1,155,83,38.75,409,37.9,0,0,1,12,3,Zander de Bruyn
ODI,46,40,5,1054,107,30.11,1172,89.93,1,0,5,106,32,Craig Kieswetter
T20I,25,25,1,526,63,21.92,470,111.91,0,0,3,47,23,Craig Kieswetter
Test,2,0,0,0,-,-,0,-,0,0,0,0,0,Charl Willoughby
ODI,3,2,0,0,0,0.0,4,0.0,0,0,0,0,0,Charl Willoughby
Test,6,7,2,40,22,8.0,92,43.48,0,0,0,4,1,Sunil Narine
ODI,65,45,12,363,36,11.0,440,82.5,0,0,0,36,12,Sunil Narine
T20I,51,23,8,155,30,10.33,138,112.32,0,0,0,13,5,Sunil Narine
IPL,176,110,20,1534,109,17.04,925,165.84,1,0,7,164,97,Sunil Narine
Test,4,7,5,6,3,3.0,46,13.04,0,0,0,0,0,Jon Holland
Test,6,10,0,203,75,20.3,278,73.02,0,0,1,21,4,Thisara Perera
ODI,166,133,16,2338,140,19.98,2086,112.08,1,0,10,176,84,Thisara Perera
T20I,84,74,22,1204,61,23.15,794,151.64,0,0,3,88,64,Thisara Perera
IPL,37,30,8,422,40,19.18,307,137.46,0,0,0,23,26,Thisara Perera
Test,21,25,9,417,47,26.06,971,42.95,0,0,0,44,7,James Pattinson
ODI,15,8,4,42,13,10.5,80,52.5,0,0,0,2,0,James Pattinson
T20I,4,2,2,5,5,0.0,3,166.67,0,0,0,1,0,James Pattinson
IPL,10,2,1,15,11,15.0,13,115.38,0,0,0,2,0,James Pattinson
Test,12,17,2,395,101,26.33,778,50.77,1,0,0,59,0,Stiaan van Zyl
Test,13,24,10,128,25,9.14,384,33.33,0,0,0,13,1,Kyle Jarvis
ODI,49,33,10,222,37,9.65,337,65.88,0,0,0,22,3,Kyle Jarvis
T20I,21,12,5,55,27,7.86,64,85.94,0,0,0,1,4,Kyle Jarvis
T20I,5,3,2,50,38,50.0,48,104.17,0,0,0,3,1,Chinthaka Jayasinghe
ODI,3,1,1,7,7,0.0,19,36.84,0,0,0,0,0,Muthumudalige Pushpakumara
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Muthumudalige Pushpakumara
Test,2,2,0,20,20,10.0,71,28.17,0,0,0,3,0,Friedel de Wet
ODI,38,22,6,107,17,6.69,195,54.87,0,0,0,10,3,Hamid Hassan
T20I,25,9,6,50,22,16.67,46,108.7,0,0,0,3,2,Hamid Hassan
ODI,2,1,1,23,23,0.0,11,209.09,0,0,0,2,1,Hasti Gul
ODI,3,0,0,0,-,-,0,-,0,0,0,0,0,Dawlat Ahmadzai
T20I,2,1,1,2,2,0.0,3,66.67,0,0,0,0,0,Dawlat Ahmadzai
Test,6,10,0,440,164,44.0,771,57.07,1,0,3,37,11,Asghar Afghan
ODI,114,108,9,2424,101,24.48,3631,66.76,1,0,12,163,65,Asghar Afghan
T20I,75,68,5,1382,62,21.94,1247,110.83,0,0,4,87,69,Asghar Afghan
ODI,24,22,2,475,114,23.75,587,80.92,2,0,0,49,15,Karim Sadiq
T20I,35,35,0,527,72,15.06,484,108.88,0,0,1,59,10,Karim Sadiq
ODI,6,4,1,40,20,13.33,69,57.97,0,0,0,1,0,Khaliq Dad
Test,3,6,0,33,24,5.5,68,48.53,0,0,0,4,1,Mohammad Nabi
ODI,164,144,14,3453,136,26.56,4005,86.22,2,0,16,226,105,Mohammad Nabi
T20I,128,120,24,2143,89,22.32,1577,135.89,0,0,6,145,108,Mohammad Nabi
IPL,24,19,3,215,31,13.44,150,143.33,0,0,0,18,11,Mohammad Nabi
ODI,49,48,6,1139,129,27.12,1512,75.33,2,0,4,99,27,Nawroz Mangal
T20I,31,31,4,479,65,17.74,434,110.37,0,0,2,40,18,Nawroz Mangal
ODI,5,4,1,88,39,29.33,137,64.23,0,0,0,8,0,Raees Ahmadzai
T20I,8,6,3,91,33,30.33,84,108.33,0,0,0,5,1,Raees Ahmadzai
Test,2,4,0,117,47,29.25,281,41.64,0,0,0,14,0,Noor Ali Zadran
ODI,51,50,0,1216,114,24.32,1924,63.2,1,0,7,132,4,Noor Ali Zadran
T20I,22,22,0,586,63,26.64,581,100.86,0,0,4,53,9,Noor Ali Zadran
ODI,84,74,12,1811,96,29.21,2765,65.5,0,0,11,137,26,Samiullah Shinwari
T20I,64,55,9,1004,61,21.83,848,118.4,0,0,2,76,37,Samiullah Shinwari
ODI,1,1,0,2,2,2.0,10,20.0,0,0,0,0,0,Ahmed Shah
ODI,46,38,12,399,52,15.35,548,72.81,0,0,1,27,16,Mirwais Ashraf
T20I,24,18,8,126,28,12.6,113,111.5,0,0,0,5,8,Mirwais Ashraf
Test,2,4,0,69,40,17.25,133,51.88,0,0,0,12,1,Mohammad Shahzad
ODI,84,84,3,2727,131,33.67,3081,88.51,6,0,14,323,55,Mohammad Shahzad
T20I,72,72,3,1994,118,28.9,1506,132.4,1,0,11,221,76,Mohammad Shahzad
ODI,44,27,18,67,17,7.44,160,41.88,0,0,0,5,3,Shapoor Zadran
T20I,36,13,6,27,13,3.86,65,41.54,0,0,0,0,3,Shapoor Zadran
ODI,24,21,2,430,56,22.63,408,105.39,0,0,2,27,24,Shafiqullah Shafiq
T20I,46,42,12,494,51,16.47,340,145.29,0,0,1,35,31,Shafiqullah Shafiq
ODI,5,5,0,52,23,10.4,118,44.07,0,0,0,6,0,James Brinkley
ODI,3,3,0,11,6,3.67,96,11.46,0,0,0,0,0,Mike Allingham
ODI,5,4,0,23,11,5.75,28,82.14,0,0,0,0,2,Asim Butt
ODI,5,5,1,83,32,20.75,154,53.9,0,0,0,7,0,Alec Davies
ODI,5,4,3,3,2,3.0,14,21.43,0,0,0,0,0,Nick Dyer
ODI,3,3,0,20,17,6.67,89,22.47,0,0,0,0,0,Ian Philip
ODI,3,3,0,10,10,3.33,43,23.26,0,0,0,2,0,Bruce Patterson
ODI,5,5,0,19,13,3.8,85,22.35,0,0,0,1,0,Mike Smith
ODI,13,12,4,192,63,24.0,360,53.33,0,0,1,13,1,Moneeb Iqbal
T20I,6,3,0,46,31,15.33,45,102.22,0,0,0,4,1,Moneeb Iqbal
ODI,2,1,1,9,9,0.0,14,64.29,0,0,0,1,0,Stuart Chalmers
ODI,6,6,0,70,28,11.67,126,55.56,0,0,0,4,1,Kenny Carroll
ODI,1,0,0,0,-,-,0,-,0,0,0,0,0,Andrew Britton
ODI,9,3,3,7,6,0.0,28,25.0,0,0,0,0,0,Rajab Ali
ODI,20,19,0,434,122,22.84,685,63.36,1,0,1,58,0,Dipak Chudasama
ODI,34,24,6,228,53,12.67,375,60.8,0,0,1,22,4,Aasif Karim
ODI,8,7,1,61,20,10.17,150,40.67,0,0,0,0,0,Tito Odumbe
ODI,61,59,5,1409,83,26.09,2014,69.96,0,0,11,112,13,Maurice Odumbe
ODI,3,2,2,36,25,0.0,75,48.0,0,0,0,2,1,David Tikolo
ODI,3,2,0,17,16,8.5,52,32.69,0,0,0,2,0,Tariq Iqbal
ODI,10,10,1,121,41,13.44,220,55.0,0,0,0,11,0,Sandeep Gupta
ODI,21,15,5,68,15,6.8,123,55.28,0,0,0,5,0,Mohammad Sheikh
ODI,18,16,6,278,73,27.8,512,54.3,0,0,2,21,1,Alpesh Vadher
ODI,17,11,5,23,6,3.83,64,35.94,0,0,0,2,0,Joseph Angara
ODI,7,7,0,59,18,8.43,239,24.69,0,0,0,1,0,Gazi Ashraf
ODI,2,1,0,8,8,8.0,24,33.33,0,0,0,0,0,Hafizur Rahman
ODI,9,3,2,8,4,8.0,16,50.0,0,0,0,0,0,Gholam Nousher
ODI,5,4,2,44,23,22.0,104,42.31,0,0,0,0,0,Golam Faruq
ODI,5,4,2,16,8,8.0,62,25.81,0,0,0,0,0,Jahangir Shah
ODI,27,26,2,453,68,18.88,909,49.83,0,0,2,26,0,Minhajul Abedin
ODI,2,2,0,24,14,12.0,63,38.1,0,0,0,0,0,Rafiqul Alam
ODI,4,4,0,15,13,3.75,55,27.27,0,0,0,0,0,Nurul Abedin
ODI,2,2,0,4,4,2.0,7,57.14,0,0,0,0,0,Samiur Rahman
ODI,2,2,0,62,37,31.0,108,57.41,0,0,0,0,0,Shaheedur Rahman
Test,13,26,1,530,145,21.2,1520,34.87,1,0,2,50,0,Aminul Islam
ODI,39,39,5,794,70,23.35,1403,56.59,0,0,3,57,2,Aminul Islam
ODI,19,19,1,532,82,29.56,945,56.3,0,0,3,46,3,Athar Ali Khan
ODI,7,7,0,96,54,13.71,266,36.09,0,0,1,5,0,Azhar Hossain
ODI,7,4,2,25,11,12.5,62,40.32,0,0,0,1,0,Nasir Ahmed
ODI,2,2,0,0,0,0.0,17,0.0,0,0,0,0,0,Harunur Rashid
ODI,3,3,0,14,6,4.67,44,31.82,0,0,0,0,0,Zahid Razzak
Test,8,16,0,259,44,16.19,686,37.76,0,0,0,29,3,Akram Khan
ODI,44,44,2,976,65,23.24,1721,56.71,0,0,5,73,2,Akram Khan
ODI,1,0,0,0,-,-,0,-,0,0,0,0,0,Wahidul Gani
Test,10,19,4,180,24,12.0,520,34.62,0,0,0,25,1,Enamul Haque
ODI,29,26,5,236,32,11.24,479,49.27,0,0,0,18,0,Enamul Haque
ODI,2,1,1,7,7,0.0,16,43.75,0,0,0,1,0,Jahangir Alam Talukdar
ODI,7,7,0,105,57,15.0,273,38.46,0,0,1,6,0,Faruk Ahmed
ODI,7,4,2,37,22,18.5,59,62.71,0,0,0,3,0,Mohammad Saiful Islam Khan
